Age Range,SN,Price
"(12, 16]",Yalostiphos68,
"(12, 16]",Yana46,
"(12, 16]",Yarithllodeu72,
"(12, 16]",Yarithrgue83,
"(12, 16]",Yarithrin84,
"(12, 16]",Yarithsurgue62,
"(12, 16]",Yarolwen77,
"(12, 16]",Yasrisu92,
"(12, 16]",Yastyriaphos75,
"(12, 16]",Yasur35,
"(12, 16]",Yasur85,
"(12, 16]",Yathecal72,
"(12, 16]",Yathecal82,
"(12, 16]",Yathedeu43,
"(12, 16]",Yoishirrala98,
"(12, 16]",Zhisrisu83,
"(12, 16]",Zontibe81,
"(16, 20]",Adairialis76,
"(16, 20]",Adastirin33,
"(16, 20]",Aeda94,4.91
"(16, 20]",Aela59,
"(16, 20]",Aelaria33,
"(16, 20]",Aelastirin39,
"(16, 20]",Aelidru27,
"(16, 20]",Aelin32,8.98
"(16, 20]",Aelly27,
"(16, 20]",Aellynun67,
"(16, 20]",Aellyria80,
"(16, 20]",Aelollo59,
"(16, 20]",Aenarap34,
"(16, 20]",Aeral43,
"(16, 20]",Aeral68,
"(16, 20]",Aeral97,
"(16, 20]",Aeralria27,
"(16, 20]",Aeralstical35,2.96
"(16, 20]",Aeri84,
"(16, 20]",Aerillorin70,
"(16, 20]",Aerithllora36,
"(16, 20]",Aerithnucal56,
"(16, 20]",Aerithnuphos61,
"(16, 20]",Aerithriaphos45,1.56
"(16, 20]",Aerithriaphos46,
"(16, 20]",Aesri53,
"(16, 20]",Aesty53,
"(16, 20]",Aestysu37,
"(16, 20]",Aesur96,
"(16, 20]",Aesurstilis64,
"(16, 20]",Aethedru70,
"(16, 20]",Aidai53,4.6
"(16, 20]",Aidai61,
"(16, 20]",Aidai73,3.08
"(16, 20]",Aidaillodeu39,7.859999999999999
"(16, 20]",Aidain51,
"(16, 20]",Aidaira26,
"(16, 20]",Aiduecal76,7.58
"(16, 20]",Aiduesu86,
"(16, 20]",Aillyriadru65,
"(16, 20]",Aillyrin83,
"(16, 20]",Aina42,
"(16, 20]",Aina43,3.09
"(16, 20]",Airi27,
"(16, 20]",Aisur51,
"(16, 20]",Aisurdru79,
"(16, 20]",Aisurria69,
"(16, 20]",Aithelis62,
"(16, 20]",Alaephos75,
"(16, 20]",Alaesu77,
"(16, 20]",Alaesu91,
"(16, 20]",Alarap40,3.27
"(16, 20]",Ali84,
"(16, 20]",Alim85,
"(16, 20]",Alo38,1.0
"(16, 20]",Anallorgue57,
"(16, 20]",Ardcil81,
"(16, 20]",Ardonmol96,1.55
"(16, 20]",Arin32,
"(16, 20]",Arirgue63,
"(16, 20]",Assassa81,
"(16, 20]",Assassasta79,
"(16, 20]",Assastnya25,4.48
"(16, 20]",Assehoan67,
"(16, 20]",Assesi91,
"(16, 20]",Assilsan72,4.9
"(16, 20]",Assim27,
"(16, 20]",Assirra56,
"(16, 20]",Assistasda42,
"(16, 20]",Assistasda90,
"(16, 20]",Assjaskan56,
"(16, 20]",Assjaskan73,
"(16, 20]",Assosia88,1.33
"(16, 20]",Assylla81,4.18
"(16, 20]",Asty82,
"(16, 20]",Asur53,
"(16, 20]",Asur96,4.74
"(16, 20]",Baelollodeu94,9.03
"(16, 20]",Bartassaya73,
"(16, 20]",Caesrinusuir82,
"(16, 20]",Ceoral34,4.58
"(16, 20]",Chadadarla74,
"(16, 20]",Chadilsasta32,
"(16, 20]",Chadirra90,2.05
"(16, 20]",Chadista79,
"(16, 20]",Chadistaya75,
"(16, 20]",Chadjask77,
"(16, 20]",Chadjask85,
"(16, 20]",Chadolyla44,11.46
"(16, 20]",Chadossa56,1.98
"(16, 20]",Chadossa89,
"(16, 20]",Chamadar79,
"(16, 20]",Chamadarnya73,
"(16, 20]",Chamadarsda63,
"(16, 20]",Chamalo71,
"(16, 20]",Chamassasya86,
"(16, 20]",Chamast86,
"(16, 20]",Chamastya76,
"(16, 20]",Chamilsala65,
"(16, 20]",Chamiman85,4.4
"(16, 20]",Chamimla73,4.8
"(16, 20]",Chamimla85,
"(16, 20]",Chamirra53,
"(16, 20]",Chamirrasya33,
"(16, 20]",Chamirraya83,
"(16, 20]",Chamistast30,
"(16, 20]",Chamjask73,
"(16, 20]",Chamjaskya75,
"(16, 20]",Chamossa77,
"(16, 20]",Chanadar44,
"(16, 20]",Chanastnya43,
"(16, 20]",Chanastsda67,
"(16, 20]",Chanastst38,
"(16, 20]",Chanastya70,
"(16, 20]",Chanilsasda38,
"(16, 20]",Chanilsast61,
"(16, 20]",Chanirra64,
"(16, 20]",Chanirra79,
"(16, 20]",Chanirrala39,
"(16, 20]",Chanirrasta87,
"(16, 20]",Chanista95,
"(16, 20]",Chanjask65,4.32
"(16, 20]",Chanjaskan89,
"(16, 20]",Chanosia34,
"(16, 20]",Chanosia60,
"(16, 20]",Chanosian48,
"(16, 20]",Chanosiaya39,
"(16, 20]",Chanossanya44,6.28
"(16, 20]",Chanossast57,
"(16, 20]",Chanuchi25,3.97
"(16, 20]",Cosadar58,
"(16, 20]",Dyally87,
"(16, 20]",Ealiril69,
"(16, 20]",Ealrion88,
"(16, 20]",Ennalmol65,
"(16, 20]",Ennoncil86,1.74
"(16, 20]",Ennrian78,
"(16, 20]",Eodailis27,
"(16, 20]",Eodairu79,
"(16, 20]",Eodaisu60,
"(16, 20]",Eolan54,
"(16, 20]",Eoral49,
"(16, 20]",Eoralrap26,
"(16, 20]",Eosrirgue62,3.08
"(16, 20]",Eosurdru76,
"(16, 20]",Eratiel90,4.6
"(16, 20]",Ermol76,
"(16, 20]",Errian63,
"(16, 20]",Eryon48,
"(16, 20]",Ethralista69,
"(16, 20]",Ethrasyon38,
"(16, 20]",Ethriel85,
"(16, 20]",Ethron58,2.49
"(16, 20]",Eudanu32,
"(16, 20]",Eudanu84,
"(16, 20]",Eulae84,
"(16, 20]",Eulaestira36,4.140000000000001
"(16, 20]",Eulanurin88,
"(16, 20]",Eulasuir89,
"(16, 20]",Eulolis41,
"(16, 20]",Eurisuru25,
"(16, 20]",Eurithphos97,
"(16, 20]",Eusri26,
"(16, 20]",Eusri44,
"(16, 20]",Eusri70,
"(16, 20]",Eustyria89,
"(16, 20]",Eusur90,
"(16, 20]",Eusurdeu49,
"(16, 20]",Euthe35,
"(16, 20]",Eyircil84,
"(16, 20]",Eyista89,
"(16, 20]",Eyrian71,
"(16, 20]",Farrian71,3.08
"(16, 20]",Farusrian86,
"(16, 20]",Filrion59,
"(16, 20]",Filrion83,4.4
"(16, 20]",Filurarn35,4.91
"(16, 20]",Firan91,
"(16, 20]",Firatan58,
"(16, 20]",Firon67,
"(16, 20]",Fironon91,
"(16, 20]",Frichadar89,
"(16, 20]",Frichadaran88,
"(16, 20]",Frichast28,2.05
"(16, 20]",Frichaststa61,
"(16, 20]",Frichaya88,
"(16, 20]",Frichilsa31,
"(16, 20]",Frichim77,
"(16, 20]",Frichirranya75,
"(16, 20]",Frichjask31,
"(16, 20]",Frichjaskan98,
"(16, 20]",Frichocesta66,8.370000000000001
"(16, 20]",Frichosia58,
"(16, 20]",Frichosiala98,
"(16, 20]",Frichossala54,
"(16, 20]",Frichynde86,
"(16, 20]",Hada39,8.57
"(16, 20]",Haedairiadru51,
"(16, 20]",Haeladil46,3.81
"(16, 20]",Haellysu29,3.77
"(16, 20]",Haerith37,
"(16, 20]",Haerithp41,
"(16, 20]",Haestyphos66,
"(16, 20]",Hailaphos89,
"(16, 20]",Haillyrgue51,
"(16, 20]",Haisrisuir60,
"(16, 20]",Haisurra41,4.4
"(16, 20]",Hala31,
"(16, 20]",Halaecal66,
"(16, 20]",Hallysucal81,
"(16, 20]",Hari50,5.91
"(16, 20]",Hariphos58,2.05
"(16, 20]",Heollyra92,
"(16, 20]",Heollyriap59,
"(16, 20]",Heosurnuru52,
"(16, 20]",Heudai45,
"(16, 20]",Heuli25,
"(16, 20]",Heunadil74,
"(16, 20]",Hiaral50,
"(16, 20]",Hiarideu73,2.5
"(16, 20]",Hiasri33,
"(16, 20]",Hiasurria41,
"(16, 20]",Hilaerin92,
"(16, 20]",Hiral75,
"(16, 20]",Hirirap39,
"(16, 20]",Hisridru55,3.08
"(16, 20]",Hyaduesu61,4.23
"(16, 20]",Iadueria43,
"(16, 20]",Ialallo29,
"(16, 20]",Ialidru40,
"(16, 20]",Iana95,
"(16, 20]",Iarallo65,
"(16, 20]",Iaralrgue74,
"(16, 20]",Iaralsuir44,
"(16, 20]",Iarilis73,
"(16, 20]",Iasrira89,
"(16, 20]",Iasur80,
"(16, 20]",Iasurriacal29,4.07
"(16, 20]",Iasursti71,
"(16, 20]",Iathem87,3.19
"(16, 20]",Iathenudil29,4.6
"(16, 20]",Idacal95,
"(16, 20]",Idai61,8.23
"(16, 20]",Idaidil28,
"(16, 20]",Idairin51,7.0
"(16, 20]",Idaisuir85,
"(16, 20]",Idastidru52,
"(16, 20]",Iduelis31,
"(16, 20]",Iduenu77,3.82
"(16, 20]",Ilaesudil92,
"(16, 20]",Ilarin91,
"(16, 20]",Ilassa51,2.22
"(16, 20]",Ilassast39,1.63
"(16, 20]",Ilast79,2.05
"(16, 20]",Ilastilis78,
"(16, 20]",Ili43,2.18
"(16, 20]",Ililsan66,
"(16, 20]",Ililsasya43,1.02
"(16, 20]",Ilimya66,
"(16, 20]",Ilirrasda54,
"(16, 20]",Ilista82,
"(16, 20]",Iljask75,
"(16, 20]",Ilmol66,
"(16, 20]",Ilosia37,
"(16, 20]",Ilosian36,
"(16, 20]",Ilosianya35,
"(16, 20]",Ilunyon70,3.54
"(16, 20]",Ina92,
"(16, 20]",Inasti31,2.89
"(16, 20]",Inasuir29,
"(16, 20]",Indcil77,4.35
"(16, 20]",Indirrian56,1.77
"(16, 20]",Indonmol95,
"(16, 20]",Ingatcil75,
"(16, 20]",Inguron55,
"(16, 20]",Iral74,
"(16, 20]",Iri67,11.370000000000001
"(16, 20]",Irilis75,1.02
"(16, 20]",Irillo49,3.79
"(16, 20]",Irith83,2.07
"(16, 20]",Irithlis29,
"(16, 20]",Iskadarya95,13.1
"(16, 20]",Iskichinya81,
"(16, 20]",Iskim66,
"(16, 20]",Iskim96,
"(16, 20]",Iskirra45,
"(16, 20]",Iskjaskst81,4.42
"(16, 20]",Iskosia90,
"(16, 20]",Iskosian40,
"(16, 20]",Iskossasda43,
"(16, 20]",Isri34,
"(16, 20]",Isty55,4.08
"(16, 20]",Isurria36,
"(16, 20]",Isursti83,
"(16, 20]",Isursuir31,
"(16, 20]",Ithergue48,
"(16, 20]",Itheria73,
"(16, 20]",Jeyciman68,
"(16, 20]",Jiskadarst60,
"(16, 20]",Jiskassa76,
"(16, 20]",Jiskimsda56,
"(16, 20]",Jiskimya77,5.98
"(16, 20]",Jiskirran77,3.39
"(16, 20]",Jiskjask60,
"(16, 20]",Jiskjask80,
"(16, 20]",Jiskjask85,
"(16, 20]",Jiskossa61,
"(16, 20]",Laedallo55,
"(16, 20]",Lalossa38,
"(16, 20]",Lamil79,
"(16, 20]",Lassadarsda57,
"(16, 20]",Lassassasda30,
"(16, 20]",Lassassast73,
"(16, 20]",Lassilsala30,
"(16, 20]",Lassimla92,
"(16, 20]",Lassirrasda85,3.44
"(16, 20]",Lassjask63,
"(16, 20]",Lassjaskan73,
"(16, 20]",Layjask75,
"(16, 20]",Leetirraya83,
"(16, 20]",Leyirra83,
"(16, 20]",Liawista80,
"(16, 20]",Lirtassa52,
"(16, 20]",Lirtassan78,
"(16, 20]",Lirtastan49,
"(16, 20]",Lirtastsda29,
"(16, 20]",Lirtastsya71,
"(16, 20]",Lirtilsa71,
"(16, 20]",Lirtilsa72,
"(16, 20]",Lirtim36,
"(16, 20]",Lirtimst73,
"(16, 20]",Lirtirra37,
"(16, 20]",Lirtirra81,
"(16, 20]",Lirtistanya48,
"(16, 20]",Lirtosia63,
"(16, 20]",Lirtossa60,
"(16, 20]",Lirtossa84,
"(16, 20]",Lisadar44,
"(16, 20]",Lisasi93,
"(16, 20]",Lisassa64,
"(16, 20]",Lisassala98,
"(16, 20]",Lisassasda39,
"(16, 20]",Lisassasta50,
"(16, 20]",Lisast87,6.6
"(16, 20]",Lisast98,
"(16, 20]",Lisico81,
"(16, 20]",Lisilsa62,
"(16, 20]",Lisim51,
"(16, 20]",Lisim78,10.02
"(16, 20]",Lisiriya82,
"(16, 20]",Lisirra25,2.52
"(16, 20]",Lisirra58,2.96
"(16, 20]",Lisirra87,
"(16, 20]",Lisista27,
"(16, 20]",Lisista54,
"(16, 20]",Lisista63,1.74
"(16, 20]",Lisjaskan36,
"(16, 20]",Lisjaskya84,
"(16, 20]",Lisopela58,
"(16, 20]",Lisosia66,
"(16, 20]",Lisosia93,
"(16, 20]",Lisossa25,
"(16, 20]",Lisossa46,
"(16, 20]",Lisossala30,4.35
"(16, 20]",Lisossanya98,
"(16, 20]",Lisotesta51,
"(16, 20]",Lisovynya38,
"(16, 20]",Malarrian73,1.4
"(16, 20]",Malil90,
"(16, 20]",Malon70,
"(16, 20]",Maluncil97,
"(16, 20]",Malunil62,7.52
"(16, 20]",Maradaran90,
"(16, 20]",Maradarnya40,2.37
"(16, 20]",Marassa62,
"(16, 20]",Marast30,3.53
"(16, 20]",Maridisya31,
"(16, 20]",Marilsa69,
"(16, 20]",Marilsanya48,
"(16, 20]",Marilsasya33,2.7
"(16, 20]",Marim28,
"(16, 20]",Marirrasta50,
"(16, 20]",Marjask87,1.44
"(16, 20]",Marokian45,
"(16, 20]",Maropast28,
"(16, 20]",Marughi89,
"(16, 20]",Marundi65,
"(16, 20]",Marynde90,
"(16, 20]",Meosridil82,4.9
"(16, 20]",Mindadaran26,
"(16, 20]",Mindesi74,
"(16, 20]",Mindetosya30,
"(16, 20]",Mindilsa34,
"(16, 20]",Mindilsa60,
"(16, 20]",Mindimnya67,
"(16, 20]",Mindirranya33,
"(16, 20]",Mindista32,
"(16, 20]",Mindjasksya61,2.6
"(16, 20]",Mindossa76,
"(16, 20]",Minduli80,
"(16, 20]",Minduri31,
"(16, 20]",Nitherian58,
"(16, 20]",Palatyon26,
"(16, 20]",Palyon91,
"(16, 20]",Peorith44,
"(16, 20]",Phaedasurap84,3.82
"(16, 20]",Phaedue89,
"(16, 20]",Phaelap26,
"(16, 20]",Phaena87,5.49
"(16, 20]",Phaestycal84,
"(16, 20]",Pheodai94,
"(16, 20]",Pheodaisun84,
"(16, 20]",Pheosrinudeu70,7.16
"(16, 20]",Pheosurllorin41,
"(16, 20]",Pheulidil31,3.27
"(16, 20]",Pheusrical25,
"(16, 20]",Pheutherin27,
"(16, 20]",Phiallylis33,4.58
"(16, 20]",Phiarithdeu40,1.48
"(16, 20]",Philodil43,
"(16, 20]",Phiristi62,
"(16, 20]",Phistym51,
"(16, 20]",Phistyn52,
"(16, 20]",Phyali88,
"(16, 20]",Poshilsa82,
"(16, 20]",Qarirwen82,
"(16, 20]",Qilalista41,
"(16, 20]",Qilanrion65,
"(16, 20]",Qilatista90,1.76
"(16, 20]",Qilunan34,
"(16, 20]",Quaecjask96,
"(16, 20]",Quanenrian83,
"(16, 20]",Quanrion96,
"(16, 20]",Quanunwen42,
"(16, 20]",Quaranmol58,
"(16, 20]",Quarrion42,
"(16, 20]",Quilassa66,
"(16, 20]",Quinarap53,
"(16, 20]",Raesty92,
"(16, 20]",Raillydeu47,
"(16, 20]",Rairin89,
"(16, 20]",Rairith81,
"(16, 20]",Raisty38,
"(16, 20]",Rarallo90,
"(16, 20]",Rastynusuir31,2.27
"(16, 20]",Raysistast71,3.65
"(16, 20]",Reulae52,
"(16, 20]",Reunasu60,
"(16, 20]",Rianistast50,
"(16, 20]",Rilaera56,4.08
"(16, 20]",Ririp86,
"(16, 20]",Risty84,
"(16, 20]",Ristydru66,
"(16, 20]",Rithe53,
"(16, 20]",Ryanara76,
"(16, 20]",Saedaiphos46,8.83
"(16, 20]",Saelaephos52,
"(16, 20]",Saena74,
"(16, 20]",Saena89,
"(16, 20]",Saerallora71,
"(16, 20]",Saesrideu94,
"(16, 20]",Saida58,
"(16, 20]",Saisrilis27,
"(16, 20]",Saistyphos30,
"(16, 20]",Salilis27,
"(16, 20]",Sally64,
"(16, 20]",Sastydeu50,
"(16, 20]",Sausosia74,
"(16, 20]",Seolollo93,
"(16, 20]",Seosrim97,5.36
"(16, 20]",Seudaillorap38,
"(16, 20]",Seuthep89,
"(16, 20]",Shaidanu32,
"(16, 20]",Shidai42,
"(16, 20]",Siala43,
"(16, 20]",Siallylis44,10.370000000000001
"(16, 20]",Siana77,
"(16, 20]",Siarithria38,
"(16, 20]",Sida61,5.43
"(16, 20]",Sidap51,
"(16, 20]",Silaera56,
"(16, 20]",Siralsudeu54,2.45
"(16, 20]",Sisur91,
"(16, 20]",Smaistysu35,
"(16, 20]",Sondadar26,
"(16, 20]",Sondadarya58,1.75
"(16, 20]",Sondassan80,
"(16, 20]",Sondassasya91,
"(16, 20]",Sondastsda82,
"(16, 20]",Sondilsaya62,
"(16, 20]",Sondim68,
"(16, 20]",Sondim73,4.4
"(16, 20]",Sondimla25,4.32
"(16, 20]",Sondistanya61,3.45
"(16, 20]",Sondossa69,
"(16, 20]",Strithenu87,10.18
"(16, 20]",Styaduen40,1.66
"(16, 20]",Sundadar27,
"(16, 20]",Sundadarla27,
"(16, 20]",Sundassa93,
"(16, 20]",Sundim98,
"(16, 20]",Sundirrala66,7.78
"(16, 20]",Sundista37,
"(16, 20]",Sundjask71,
"(16, 20]",Syally44,4.46
"(16, 20]",Syalollorap93,
"(16, 20]",Syathe73,
"(16, 20]",Syathecal44,
"(16, 20]",Taeduenu92,4.4
"(16, 20]",Thourdirra92,1.44
"(16, 20]",Thrientossa55,2.85
"(16, 20]",Thryallym62,
"(16, 20]",Tyaedainu44,
"(16, 20]",Tyaelaelis94,4.4
"(16, 20]",Tyaelistidru84,3.26
"(16, 20]",Tyaelly53,2.07
"(16, 20]",Tyaelo67,
"(16, 20]",Tyaelorap29,
"(16, 20]",Tyaenasti87,
"(16, 20]",Tyaerith73,
"(16, 20]",Tyalaesu89,
"(16, 20]",Tyananurgue44,3.27
"(16, 20]",Tyarithn67,
"(16, 20]",Tyeoralru41,
"(16, 20]",Tyeosri53,
"(16, 20]",Tyeudariasuir90,
"(16, 20]",Tyeuduen32,
"(16, 20]",Tyeurith29,
"(16, 20]",Tyialisti80,
"(16, 20]",Tyialisudeu65,
"(16, 20]",Tyida79,
"(16, 20]",Tyidaim51,
"(16, 20]",Tyidainu31,2.49
"(16, 20]",Tyirinu79,
"(16, 20]",Tyisur83,
"(16, 20]",Umolrian85,
"(16, 20]",Undare39,
"(16, 20]",Undassa89,
"(16, 20]",Undilsan50,
"(16, 20]",Undimsya85,
"(16, 20]",Undirra73,
"(16, 20]",Undirrala66,
"(16, 20]",Undirrasta89,1.94
"(16, 20]",Undista85,
"(16, 20]",Undjask33,
"(16, 20]",Undjaskla97,
"(16, 20]",Undosia27,3.77
"(16, 20]",Undosian34,
"(16, 20]",Undotesta33,4.74
"(16, 20]",Wailin72,
"(16, 20]",Yadacal26,
"(16, 20]",Yadaisuir65,4.09
"(16, 20]",Yadam35,
"(16, 20]",Yadanu52,
"(16, 20]",Yadaphos40,
"(16, 20]",Yalae81,
"(16, 20]",Yalaeria91,
"(16, 20]",Yaliru88,3.03
"(16, 20]",Yalo85,
"(16, 20]",Yalostiphos68,
"(16, 20]",Yana46,3.55
"(16, 20]",Yarithllodeu72,
"(16, 20]",Yarithrgue83,3.45
"(16, 20]",Yarithrin84,
"(16, 20]",Yarithsurgue62,
"(16, 20]",Yarolwen77,
"(16, 20]",Yasrisu92,
"(16, 20]",Yastyriaphos75,
"(16, 20]",Yasur35,
"(16, 20]",Yasur85,
"(16, 20]",Yathecal72,3.46
"(16, 20]",Yathecal82,6.22
"(16, 20]",Yathedeu43,
"(16, 20]",Yoishirrala98,4.58
"(16, 20]",Zhisrisu83,
"(16, 20]",Zontibe81,
"(20, 24]",Adairialis76,
"(20, 24]",Adastirin33,
"(20, 24]",Aeda94,
"(20, 24]",Aela59,4.32
"(20, 24]",Aelaria33,1.79
"(20, 24]",Aelastirin39,7.289999999999999
"(20, 24]",Aelidru27,1.09
"(20, 24]",Aelin32,
"(20, 24]",Aelly27,6.789999999999999
"(20, 24]",Aellynun67,
"(20, 24]",Aellyria80,3.08
"(20, 24]",Aelollo59,
"(20, 24]",Aenarap34,2.96
"(20, 24]",Aeral43,4.4
"(20, 24]",Aeral68,
"(20, 24]",Aeral97,4.8
"(20, 24]",Aeralria27,
"(20, 24]",Aeralstical35,
"(20, 24]",Aeri84,1.61
"(20, 24]",Aerillorin70,
"(20, 24]",Aerithllora36,
"(20, 24]",Aerithnucal56,
"(20, 24]",Aerithnuphos61,
"(20, 24]",Aerithriaphos45,
"(20, 24]",Aerithriaphos46,
"(20, 24]",Aesri53,
"(20, 24]",Aesty53,3.91
"(20, 24]",Aestysu37,
"(20, 24]",Aesur96,2.21
"(20, 24]",Aesurstilis64,
"(20, 24]",Aethedru70,3.54
"(20, 24]",Aidai53,
"(20, 24]",Aidai61,1.01
"(20, 24]",Aidai73,
"(20, 24]",Aidaillodeu39,
"(20, 24]",Aidain51,
"(20, 24]",Aidaira26,
"(20, 24]",Aiduecal76,
"(20, 24]",Aiduesu86,4.48
"(20, 24]",Aillyriadru65,1.1
"(20, 24]",Aillyrin83,
"(20, 24]",Aina42,
"(20, 24]",Aina43,
"(20, 24]",Airi27,3.45
"(20, 24]",Aisur51,
"(20, 24]",Aisurdru79,
"(20, 24]",Aisurria69,1.79
"(20, 24]",Aithelis62,6.78
"(20, 24]",Alaephos75,4.84
"(20, 24]",Alaesu77,
"(20, 24]",Alaesu91,
"(20, 24]",Alarap40,
"(20, 24]",Ali84,
"(20, 24]",Alim85,
"(20, 24]",Alo38,
"(20, 24]",Anallorgue57,
"(20, 24]",Ardcil81,
"(20, 24]",Ardonmol96,
"(20, 24]",Arin32,
"(20, 24]",Arirgue63,
"(20, 24]",Assassa81,
"(20, 24]",Assassasta79,
"(20, 24]",Assastnya25,
"(20, 24]",Assehoan67,
"(20, 24]",Assesi91,1.54
"(20, 24]",Assilsan72,
"(20, 24]",Assim27,
"(20, 24]",Assirra56,3.19
"(20, 24]",Assistasda42,5.92
"(20, 24]",Assistasda90,
"(20, 24]",Assjaskan56,
"(20, 24]",Assjaskan73,1.7
"(20, 24]",Assosia88,
"(20, 24]",Assylla81,
"(20, 24]",Asty82,
"(20, 24]",Asur53,
"(20, 24]",Asur96,
"(20, 24]",Baelollodeu94,
"(20, 24]",Bartassaya73,
"(20, 24]",Caesrinusuir82,
"(20, 24]",Ceoral34,
"(20, 24]",Chadadarla74,
"(20, 24]",Chadilsasta32,4.29
"(20, 24]",Chadirra90,
"(20, 24]",Chadista79,
"(20, 24]",Chadistaya75,3.94
"(20, 24]",Chadjask77,
"(20, 24]",Chadjask85,3.87
"(20, 24]",Chadolyla44,
"(20, 24]",Chadossa56,
"(20, 24]",Chadossa89,3.19
"(20, 24]",Chamadar79,
"(20, 24]",Chamadarnya73,
"(20, 24]",Chamadarsda63,3.92
"(20, 24]",Chamalo71,
"(20, 24]",Chamassasya86,3.27
"(20, 24]",Chamast86,
"(20, 24]",Chamastya76,
"(20, 24]",Chamilsala65,8.55
"(20, 24]",Chamiman85,
"(20, 24]",Chamimla73,
"(20, 24]",Chamimla85,
"(20, 24]",Chamirra53,5.36
"(20, 24]",Chamirrasya33,3.05
"(20, 24]",Chamirraya83,
"(20, 24]",Chamistast30,
"(20, 24]",Chamjask73,13.83
"(20, 24]",Chamjaskya75,
"(20, 24]",Chamossa77,1.77
"(20, 24]",Chanadar44,
"(20, 24]",Chanastnya43,8.82
"(20, 24]",Chanastsda67,3.7
"(20, 24]",Chanastst38,6.58
"(20, 24]",Chanastya70,3.58
"(20, 24]",Chanilsasda38,
"(20, 24]",Chanilsast61,
"(20, 24]",Chanirra64,
"(20, 24]",Chanirra79,1.01
"(20, 24]",Chanirrala39,6.15
"(20, 24]",Chanirrasta87,
"(20, 24]",Chanista95,
"(20, 24]",Chanjask65,
"(20, 24]",Chanjaskan89,5.17
"(20, 24]",Chanosia34,2.96
"(20, 24]",Chanosia60,
"(20, 24]",Chanosian48,
"(20, 24]",Chanosiaya39,
"(20, 24]",Chanossanya44,
"(20, 24]",Chanossast57,
"(20, 24]",Chanuchi25,
"(20, 24]",Cosadar58,
"(20, 24]",Dyally87,4.99
"(20, 24]",Ealiril69,
"(20, 24]",Ealrion88,
"(20, 24]",Ennalmol65,4.88
"(20, 24]",Ennoncil86,
"(20, 24]",Ennrian78,6.08
"(20, 24]",Eodailis27,
"(20, 24]",Eodairu79,
"(20, 24]",Eodaisu60,
"(20, 24]",Eolan54,
"(20, 24]",Eoral49,
"(20, 24]",Eoralrap26,1.7
"(20, 24]",Eosrirgue62,
"(20, 24]",Eosurdru76,
"(20, 24]",Eratiel90,
"(20, 24]",Ermol76,2.5
"(20, 24]",Errian63,
"(20, 24]",Eryon48,
"(20, 24]",Ethralista69,
"(20, 24]",Ethrasyon38,
"(20, 24]",Ethriel85,
"(20, 24]",Ethron58,
"(20, 24]",Eudanu32,
"(20, 24]",Eudanu84,1.02
"(20, 24]",Eulae84,
"(20, 24]",Eulaestira36,
"(20, 24]",Eulanurin88,
"(20, 24]",Eulasuir89,2.67
"(20, 24]",Eulolis41,2.67
"(20, 24]",Eurisuru25,2.18
"(20, 24]",Eurithphos97,
"(20, 24]",Eusri26,
"(20, 24]",Eusri44,
"(20, 24]",Eusri70,7.34
"(20, 24]",Eustyria89,
"(20, 24]",Eusur90,
"(20, 24]",Eusurdeu49,4.94
"(20, 24]",Euthe35,1.03
"(20, 24]",Eyircil84,4.35
"(20, 24]",Eyista89,
"(20, 24]",Eyrian71,
"(20, 24]",Farrian71,
"(20, 24]",Farusrian86,
"(20, 24]",Filrion59,
"(20, 24]",Filrion83,
"(20, 24]",Filurarn35,
"(20, 24]",Firan91,4.91
"(20, 24]",Firatan58,3.75
"(20, 24]",Firon67,
"(20, 24]",Fironon91,
"(20, 24]",Frichadar89,2.67
"(20, 24]",Frichadaran88,
"(20, 24]",Frichast28,
"(20, 24]",Frichaststa61,1.79
"(20, 24]",Frichaya88,
"(20, 24]",Frichilsa31,
"(20, 24]",Frichim77,3.75
"(20, 24]",Frichirranya75,
"(20, 24]",Frichjask31,4.43
"(20, 24]",Frichjaskan98,
"(20, 24]",Frichocesta66,
"(20, 24]",Frichosia58,
"(20, 24]",Frichosiala98,3.54
"(20, 24]",Frichossala54,
"(20, 24]",Frichynde86,
"(20, 24]",Hada39,
"(20, 24]",Haedairiadru51,3.09
"(20, 24]",Haeladil46,
"(20, 24]",Haellysu29,
"(20, 24]",Haerith37,1.66
"(20, 24]",Haerithp41,
"(20, 24]",Haestyphos66,1.97
"(20, 24]",Hailaphos89,
"(20, 24]",Haillyrgue51,
"(20, 24]",Haisrisuir60,6.86
"(20, 24]",Haisurra41,
"(20, 24]",Hala31,1.02
"(20, 24]",Halaecal66,7.109999999999999
"(20, 24]",Hallysucal81,
"(20, 24]",Hari50,
"(20, 24]",Hariphos58,
"(20, 24]",Heollyra92,3.07
"(20, 24]",Heollyriap59,3.47
"(20, 24]",Heosurnuru52,
"(20, 24]",Heudai45,
"(20, 24]",Heuli25,6.550000000000001
"(20, 24]",Heunadil74,1.54
"(20, 24]",Hiaral50,
"(20, 24]",Hiarideu73,
"(20, 24]",Hiasri33,7.49
"(20, 24]",Hiasurria41,
"(20, 24]",Hilaerin92,3.61
"(20, 24]",Hiral75,1.98
"(20, 24]",Hirirap39,2.71
"(20, 24]",Hisridru55,
"(20, 24]",Hyaduesu61,
"(20, 24]",Iadueria43,1.71
"(20, 24]",Ialallo29,
"(20, 24]",Ialidru40,3.16
"(20, 24]",Iana95,
